Date,Open,High,Low,Close,Volume
2024-01-02,160.17695674306748,163.0946061058102,160.00645180683773,163.0093536376953,9977400
2024-01-03,162.80093544417744,162.9714403661268,161.38947095422876,162.2988739013672,9852300
2024-01-04,162.64200181002505,165.2249889082347,162.54668305166135,163.37591552734375,11972500
2024-01-05,163.43311119195872,165.25359196797962,163.43311119195872,164.19561767578125,10066000
2024-01-08,163.95733642578125,164.2813969569435,161.545920016577,163.95733642578125,11229900
2024-01-09,163.57605253977218,163.73808278220446,162.1273064155779,162.6610565185547,9923600
2024-01-10,162.03203042978268,163.0614121330396,161.0312414507604,163.0042266845703,9670200
2024-01-11,162.3465248460795,162.37511756325273,160.73573390852152,162.31793212890625,11919500
2024-01-12,165.6538904699053,168.04623999703182,160.98354774460927,161.12652587890625,19436500
2024-01-16,157.14242238539558,160.21149988215635,156.59914624931994,160.11619567871094,17206400
2024-01-17,159.49668997215466,161.1456145088664,158.68653860841985,159.25840759277344,11107500
2024-01-18,159.28698002537405,159.67776656824674,157.4951066503195,159.5729217529297,9382300
2024-01-19,159.69685192528067,162.57530711076893,159.2488798931695,162.32748413085938,13115700
2024-01-22,162.47045721383148,163.91920354895163,161.7556101053545,162.13685607910156,12837500
2024-01-23,161.71747224218575,161.79372434351498,160.54512708940132,161.06935119628906,8360800
2024-01-24,161.42199326325292,162.99465093143215,160.94542857064098,162.50856018066406,9967100
2024-01-25,164.23373703536978,164.88187263916845,162.89936159166894,164.83421325683594,8873500
2024-01-26,164.51965833333819,164.94856363380785,163.72855922448986,164.2051239013672,7443000
2024-01-29,164.16700911633845,164.73887801633018,163.27106517505794,164.634033203125,6971200
2024-01-30,164.72935032471554,168.47514175793654,164.72935032471554,168.00811767578125,10822100
2024-01-31,167.94142271689114,169.94300057640817,166.16860118359403,166.1876678466797,11521800
2024-02-01,165.50136480104896,166.64511700900374,163.3949427286569,165.58714294433594,9354800
2024-02-02,165.17734551452133,167.57923593044956,165.13921219004516,166.54031372070312,8607600
2024-02-05,165.71107322302376,166.88341827855515,164.81512928623064,166.32107543945312,7820200
2024-02-06,166.42592096467948,167.626858743029,165.61575517744677,166.89295959472656,6764800
2024-02-07,167.45529669210487,167.6268529930128,165.80638700000247,167.2074737548828,7225500
2024-02-08,166.79764812133146,167.09311591388456,165.43468003475408,166.60702514648438,6060300
2024-02-09,166.79761810827105,166.8929368503436,165.5299544654164,166.80714416503906,6296700
2024-02-12,166.58795793021326,168.52280947847834,165.55857641715193,167.5506134033203,8539300
2024-02-13,167.10266035536173,167.96999709238426,164.52919923319496,166.0923309326172,8397600
2024-02-14,166.86436188079088,167.8460839454223,166.24481907863344,167.77935791015625,7056700
2024-02-15,167.8937343759437,171.7634518732101,167.8937343759437,171.4393768310547,8723400
2024-02-16,171.19154963479215,171.54420281252945,169.80951509500167,170.63873291015625,8152600
2024-02-20,170.7912400437692,172.00171831598985,170.04780036000503,171.30592346191406,9668000
2024-02-21,171.5156268111509,172.5068894979879,170.15265879624997,172.4210968017578,7024000
2024-02-22,173.2979683127718,174.82296639626495,172.7451515990411,174.4893798828125,9296500
2024-02-23,175.19471637316317,176.5195656852943,174.60378078668188,175.3662872314453,7105800
2024-02-26,175.1375279912981,175.81425626734668,173.92704957596644,174.76580810546875,7145400
2024-02-27,174.71815547760136,174.93737117679154,173.69831453855065,174.85159301757812,5717100
2024-02-28,174.83252201060458,176.51956515120406,174.38456456464726,175.73800659179688,6131600
2024-02-29,176.95803317777342,177.69193244923872,175.23287104426277,177.3392791748047,9643000
2024-03-01,176.9961485312048,177.7014696100117,176.42427954673636,176.60536193847656,6311800
2024-03-04,176.05252438719444,178.7975269592732,175.6331451563437,177.93017578125,7063600
2024-03-05,177.62521425779468,180.42741731565528,177.62521425779468,179.7125701904297,6617800
2024-03-06,180.37973138798867,181.16130444415123,178.83566647867224,180.6466064453125,7572900
2024-03-07,181.00879937810365,181.57114220733695,177.882536255817,179.0644073486328,7618300
2024-03-08,179.60771515433038,181.5330407077065,179.11208377013827,179.3980255126953,6172200
2024-03-11,178.5020662570391,179.60769981055208,177.49175145743587,179.4647216796875,5762600
2024-03-12,180.09380825926033,181.24710130313005,179.10256002169075,180.9420928955078,5708400
2024-03-13,181.437716033799,182.74349867848787,180.94208466575625,182.409912109375,7795500
2024-03-14,182.07630255175962,182.6481859917152,178.3305111052107,179.15972900390625,10310900
2024-03-15,177.73956247395188,181.99052590228584,177.73956247395188,181.38052368164062,17214200
2024-03-18,181.69506181540558,183.6680321068183,180.989740825109,183.62991333007812,9013800
2024-03-19,183.67760309297506,184.84040777090843,183.3630685943363,184.70697021484375,8478700
2024-03-20,185.08818771788046,187.34709958577037,184.5353709588645,187.1278839111328,9367000
2024-03-21,187.30899243272455,190.08258791393138,187.12789552103195,189.7299346923828,11203800
2024-03-22,189.6822909901627,191.083392477514,187.3280600307956,187.40431213378906,8108800
2024-03-25,187.38525947737247,187.70932000646243,185.25024423049462,185.68869018554688,8620000
2024-03-26,185.46944807092873,187.44243292704115,184.96429064801697,186.55601501464844,5961500
2024-03-27,187.28991086778012,190.244617569139,187.17554000364467,190.16836547851562,8725800
2024-03-28,190.13980217725017,191.3121473467988,189.23431755076805,190.91183471679688,8628300
2024-04-01,190.61634353364525,191.5218135054846,189.26290160477805,189.6155548095703,7309000
2024-04-02,189.09133467432258,190.41618391366802,188.79586689731462,189.539306640625,7014700
2024-04-03,189.71087593046866,190.2065073077986,188.43368598081162,189.0055694580078,9353400
2024-04-04,190.92291652385342,191.43102054493633,187.47164475584307,187.5675048828125,9243800
2024-04-05,188.0564797235353,189.93550239099562,187.0498531231776,189.29318237304688,6532300
2024-04-08,189.45613591686737,190.75995368251904,189.45613591686737,190.28060913085938,8001000
2024-04-09,189.88757639283557,190.6641123023522,186.85811501755413,189.0055694580078,7351500
2024-04-10,187.47167064410988,188.9288822825521,186.15825653019593,187.3949737548828,7681400
2024-04-11,187.90304238856314,188.44950213552468,185.25706603749072,187.35658264160156,10137700
2024-04-12,180.54034929302082,181.12513563622184,174.99911250049018,175.23878479003906,31532300
2024-04-15,176.8781304650247,179.71585650140818,174.67314271511265,175.3346405029297,14766600
2024-04-16,175.3442474381056,175.5935159903281,172.22850756281414,173.3310089111328,16451800
2024-04-17,173.87743429200685,174.88406075478235,171.79708073743586,172.64073181152344,9017100
2024-04-18,173.61860787689943,175.78524005173225,172.5352844752654,173.7624053955078,9557700
2024-04-19,174.86488374948237,178.20113230723476,173.91579091483374,178.1244354248047,13402300
2024-04-22,178.30659681566635,182.27556923453258,178.29700056215378,181.58531188964844,11529700
2024-04-23,183.23425914662198,184.28880841859586,182.64945818883783,184.20252990722656,9144400
2024-04-24,182.65902346925535,185.24748097776123,182.31389482622563,185.1036834716797,6964900
2024-04-25,184.30798671411355,185.92817369729963,183.28218231517408,185.3817138671875,9802300
2024-04-26,185.57346202257514,186.8197461895444,185.08452120379513,185.49676513671875,6413700
2024-04-29,185.48717558117502,186.23495195973294,184.48054903205914,185.29544067382812,5387800
2024-04-30,184.8448663979771,186.93481650696833,183.72320176459183,183.81907653808594,8153700
2024-05-01,184.3271633446403,186.42669488243652,182.90829289804591,183.93409729003906,7445300
2024-05-02,185.09411048063117,185.50633976958161,181.6907612697659,183.7423553466797,6501700
2024-05-03,184.06829876150786,184.5764027909394,180.67454593960358,182.6398468017578,8922800
2024-05-06,183.80946343667284,184.260048499611,181.97837830963059,184.0683135986328,7911100
2024-05-07,183.78070641582713,184.95988996978727,183.73276903282613,183.82864379882812,7688800
2024-05-08,183.10960669680316,188.5261939231099,183.10960669680316,187.5675048828125,9227600
2024-05-09,187.10736271795474,189.42738874358233,187.04026208314102,189.3411102294922,7977300
2024-05-10,190.33813049739558,191.10508471525102,190.0792949687619,190.5586395263672,7529800
2024-05-13,190.5874094528372,191.59403600454803,189.85879632323068,190.52029418945312,7049200
2024-05-14,190.77912056033855,193.25254005969873,189.9738252708075,193.1854248046875,8596200
2024-05-15,193.66479112658575,194.31670735941614,191.51733677946362,193.7606658935547,8370000
2024-05-16,193.86611690223924,196.03274906827554,193.6456224984565,194.1057891845703,8497900
2024-05-17,195.3904447287962,196.57922461043975,194.43175552282327,196.3299560546875,9260500
2024-05-20,195.94647638612952,197.37492849755048,187.32785559089572,187.50042724609375,17373300
2024-05-21,188.86173328735507,191.64192554021187,188.47826353814492,191.2776336669922,14420800
2024-05-22,190.7791278137312,192.6389869781935,189.52324745359738,190.1176300048828,9425300
2024-05-23,189.63828212351265,190.1080450328782,187.97017250806806,188.78504943847656,8069400
2024-05-24,189.58077653024836,192.4664255616402,189.398623253968,192.4185028076172,7356200
2024-05-28,191.6036125630803,192.13089451702652,190.45318851802023,191.25848388671875,6910200
2024-05-29,189.82044693132437,190.76955443221763,188.75630141642043,189.9259033203125,6120000
2024-05-30,190.35731003961553,191.59402720097117,190.2039162690166,191.0955047607422,6829100
2024-05-31,191.06674918836447,194.9015057616244,190.1559974279023,194.25918579101562,14417900
2024-06-03,193.95239907688003,194.05785546823523,190.9612936179844,193.48265075683594,6444300
2024-06-04,191.89123007503053,193.63603677852987,190.08888973275643,190.9325408935547,6848300
2024-06-05,191.5077459064257,191.5652795452849,188.78507213786327,189.11102294921875,8351600
2024-06-06,189.11102988577807,189.8396430536934,187.26076671659627,188.77549743652344,7640300
2024-06-07,189.2739797714667,192.61980995746194,188.8713321096013,191.68988037109375,6964500
2024-06-10,191.00921185125108,192.5431055563028,190.24225768450822,191.36392211914062,6070800
2024-06-11,189.73417525086586,189.76293475540382,185.60222730997666,186.33082580566406,9235300
2024-06-12,187.9030786059077,188.5933359833063,183.406824027288,183.61773681640625,12751300
2024-06-13,184.37510431277676,186.54173652510667,182.99458959650315,185.6597442626953,8587800
2024-06-14,183.54103282309364,186.81016629946183,183.5122733191848,185.7747802734375,6874000
2024-06-17,185.48716772913508,187.50042074214187,184.68187237530643,186.92520141601562,8725400
2024-06-18,186.56092242282216,189.78211868976877,186.11033733277037,188.8617706298828,9023000
2024-06-20,188.276958498773,191.21054490916163,188.00852671144565,190.4627685546875,8731100
2024-06-21,188.58373987114496,189.0247286665629,186.19659873864725,188.190673828125,20972100
2024-06-24,189.63830383493246,190.99964071138498,188.95764271092415,190.6641082763672,9785900
